attempted_iteration,successful_optimizer_steps,processed_kimg,loss,grad_scale,step_skipped,schedule,stage,next_loop_cur_tick,loss_ema,loss_reference,correction,signal_updates,adaptive_active,r_over_t_mean,gap_mean,seconds,peak_vram_mib
78,69,9.984000,31.91534257,128,false,adaptive_v1,0,1,27.6785491141,16.2829611748,-0.0242896299424,19,1,0.960716300803,0.0392836991975,71.941007,2564.327424
79,70,10.112000,30.98555732,128,false,adaptive_v1,0,1,28.0206654041,16.2829611748,-0.0247560968959,20,1,0.960922552629,0.0390774473714,72.715936,2564.327424
80,71,10.240000,28.69593644,128,false,adaptive_v1,0,1,28.0206654041,16.2829611748,-0.0247560968959,20,1,0.960731362628,0.0392686373725,73.489058,2564.327424
81,72,10.368000,31.19481874,128,false,adaptive_v1,0,1,28.0206654041,16.2829611748,-0.0247560968959,20,1,0.960336913337,0.0396630866634,74.251242,2564.327424
82,73,10.496000,28.40228820,128,false,adaptive_v1,0,1,28.0206654041,16.2829611748,-0.0247560968959,20,1,0.960970587388,0.0390294126123,74.999505,2564.327424
83,74,10.624000,29.21429706,128,false,adaptive_v1,0,1,28.1562823744,16.2829611748,-0.0249378908868,21,1,0.961033538674,0.0389664613259,75.733478,2564.327424
84,75,10.752000,29.84256077,128,false,adaptive_v1,0,1,28.1562823744,16.2829611748,-0.0249378908868,21,1,0.960374159953,0.0396258400474,76.486052,2564.327424
85,76,10.880000,28.58330154,128,false,adaptive_v1,0,1,28.1562823744,16.2829611748,-0.0249378908868,21,1,0.960669384559,0.0393306154414,77.246492,2564.327424
86,77,11.008000,32.92484570,128,false,adaptive_v1,0,1,28.3856777373,16.2829611748,-0.0252414418985,22,1,0.959455388973,0.0405446110266,77.998298,2564.327424
87,78,11.136000,29.46484852,128,false,adaptive_v1,0,1,28.3856777373,16.2829611748,-0.0252414418985,22,1,0.960304481163,0.0396955188372,78.740356,2564.327424
88,79,11.264000,29.86249185,128,false,adaptive_v1,0,1,28.3856777373,16.2829611748,-0.0252414418985,22,1,0.959890401925,0.0401095980747,79.478499,2564.327424
89,80,11.392000,30.37208104,128,false,adaptive_v1,0,1,28.3856777373,16.2829611748,-0.0252414418985,22,1,0.959942530333,0.0400574696668,80.283613,2564.327424
90,81,11.520000,30.01310730,128,false,adaptive_v1,0,1,28.5399231812,16.2829611748,-0.0254427946111,23,1,0.960075011674,0.0399249883256,81.017252,2564.327424
91,82,11.648000,27.35706258,128,false,adaptive_v1,0,1,28.5399231812,16.2829611748,-0.0254427946111,23,1,0.960527080896,0.0394729191036,81.787713,2564.327424
92,83,11.776000,27.63781071,128,false,adaptive_v1,0,1,28.5399231812,16.2829611748,-0.0254427946111,23,1,0.960230941512,0.0397690584876,82.559348,2564.327424
93,84,11.904000,30.00111604,128,false,adaptive_v1,0,1,28.5399231812,16.2829611748,-0.0254427946111,23,1,0.959920890468,0.0400791095319,83.372351,2564.327424
94,85,12.032000,27.28778625,128,false,adaptive_v1,0,1,28.4930252523,16.2829611748,-0.0253818061264,24,1,0.9603749026,0.0396250973998,84.147165,2564.327424
95,86,12.160000,28.18220305,128,false,adaptive_v1,0,1,28.4930252523,16.2829611748,-0.0253818061264,24,1,0.960504340528,0.0394956594717,84.924967,2564.327424
96,87,12.288000,28.11402059,128,false,adaptive_v1,0,1,28.4930252523,16.2829611748,-0.0253818061264,24,1,0.960076114783,0.0399238852166,85.683923,2564.327424
97,88,12.416000,24.86468530,128,false,adaptive_v1,0,1,28.4930252523,16.2829611748,-0.0253818061264,24,1,0.961381506475,0.0386184935246,86.466085,2564.327424
98,89,12.544000,28.79210472,128,false,adaptive_v1,0,1,28.3925480685,16.2829611748,-0.0252504573036,25,1,0.959917347201,0.0400826527989,87.238172,2564.327424
99,90,12.672000,30.40725923,128,false,adaptive_v1,0,1,28.3925480685,16.2829611748,-0.0252504573036,25,1,0.959787181971,0.0402128180285,87.969496,2564.327424
100,91,12.800000,30.18890023,128,false,adaptive_v1,0,1,28.3925480685,16.2829611748,-0.0252504573036,25,1,0.959805301496,0.0401946985036,88.707093,2564.327424
101,92,12.928000,27.08424211,128,false,adaptive_v1,0,1,28.3925480685,16.2829611748,-0.0252504573036,25,1,0.96042209097,0.0395779090299,89.446488,2564.327424
102,93,13.056000,30.94415045,128,false,adaptive_v1,0,1,28.5189070619,16.2829611748,-0.0254154891744,26,1,0.95981744409,0.0401825559099,90.198300,2564.327424
103,94,13.184000,28.21011758,128,false,adaptive_v1,0,1,28.5189070619,16.2829611748,-0.0254154891744,26,1,0.960069540646,0.0399304593539,90.940096,2564.327424
104,95,13.312000,26.86742187,128,false,adaptive_v1,0,1,28.5189070619,16.2829611748,-0.0254154891744,26,1,0.960484846331,0.039515153669,91.692292,2564.327424
105,96,13.440000,26.99841571,128,false,adaptive_v1,0,1,28.5189070619,16.2829611748,-0.0254154891744,26,1,0.959969310493,0.0400306895068,92.478664,2564.327424
106,97,13.568000,28.46922207,128,false,adaptive_v1,0,1,28.4306457863,16.2829611748,-0.0253003705069,27,1,0.960081647071,0.0399183529295,93.247367,2564.327424
107,98,13.696000,29.60430717,128,false,adaptive_v1,0,1,28.4306457863,16.2829611748,-0.0253003705069,27,1,0.959928631349,0.0400713686507,94.010240,2564.327424
108,99,13.824000,29.67440343,128,false,adaptive_v1,0,1,28.4306457863,16.2829611748,-0.0253003705069,27,1,0.959918422836,0.0400815771635,94.768332,2564.327424
109,100,13.952000,29.30711007,128,false,adaptive_v1,0,1,28.4306457863,16.2829611748,-0.0253003705069,27,1,0.960053187847,0.0399468121526,95.520064,2564.327424
110,101,14.080000,27.73405123,128,false,adaptive_v1,0,1,28.4955780052,16.2829611748,-0.0253851310658,28,1,0.959912424019,0.0400875759807,96.277238,2564.327424
111,102,14.208000,30.04427600,128,false,adaptive_v1,0,1,28.4955780052,16.2829611748,-0.0253851310658,28,1,0.959410608539,0.0405893914607,97.038492,2564.327424
112,103,14.336000,25.32279921,128,false,adaptive_v1,0,1,28.4955780052,16.2829611748,-0.0253851310658,28,1,0.961010007415,0.0389899925847,97.796214,2564.327424
113,104,14.464000,29.52771044,128,false,adaptive_v1,0,1,28.4955780052,16.2829611748,-0.0253851310658,28,1,0.959803118602,0.0401968813984,98.580286,2564.327424
114,105,14.592000,29.11501503,128,false,adaptive_v1,0,1,28.4962652215,16.2829611748,-0.0253860260568,29,1,0.959734857413,0.0402651425868,99.331632,2564.327424
115,106,14.720000,28.60028338,128,false,adaptive_v1,0,1,28.4962652215,16.2829611748,-0.0253860260568,29,1,0.960037712929,0.0399622870705,100.081846,2564.327424
116,107,14.848000,24.97296834,128,false,adaptive_v1,0,1,28.4962652215,16.2829611748,-0.0253860260568,29,1,0.960670037907,0.0393299620929,100.852136,2564.327424
117,108,14.976000,26.93020511,128,false,adaptive_v1,0,1,28.4962652215,16.2829611748,-0.0253860260568,29,1,0.960580779215,0.0394192207845,101.611609,2564.327424
118,109,15.104000,28.03654170,128,false,adaptive_v1,0,1,28.3601386626,16.2829611748,-0.0252078904664,30,1,0.960010251592,0.0399897484077,102.371973,2564.327424
119,110,15.232000,26.07975268,128,false,adaptive_v1,0,1,28.3601386626,16.2829611748,-0.0252078904664,30,1,0.960681490058,0.0393185099417,103.130177,2564.327424
120,111,15.360000,25.40306354,128,false,adaptive_v1,0,1,28.3601386626,16.2829611748,-0.0252078904664,30,1,0.960971754191,0.0390282458088,103.890377,2564.327424
121,112,15.488000,25.89938855,128,false,adaptive_v1,0,1,28.3601386626,16.2829611748,-0.0252078904664,30,1,0.960781455607,0.0392185443933,104.649664,2564.327424
122,113,15.616000,26.81816339,128,false,adaptive_v1,0,1,28.1291340005,16.2829611748,-0.0249016385575,31,1,0.960726150439,0.039273849561,105.411038,2564.327424
123,114,15.744000,28.06458068,128,false,adaptive_v1,0,1,28.1291340005,16.2829611748,-0.0249016385575,31,1,0.960167005622,0.0398329943783,106.164403,2564.327424
124,115,15.872000,26.93213725,128,false,adaptive_v1,0,1,28.1291340005,16.2829611748,-0.0249016385575,31,1,0.96067031516,0.0393296848401,106.922136,2564.327424
125,116,16.000000,26.71120882,128,false,adaptive_v1,0,2,28.0398181588,16.2829611748,-0.0247818773504,32,1,0.961088509566,0.0389114904343,107.686148,2564.327424
